,MANUFACTURE_YEAR,TAIL_NUM,NUMBER_OF_SEATS
2873,2002,N477CA,50.0
2874,2002,N441SW,50.0
2875,2002,N443SW,50.0
2876,2002,N445SW,50.0
2877,2002,N446SW,50.0
2878,2002,N447SW,50.0
2879,2002,N448SW,50.0
2880,2002,N449SW,50.0
2881,2002,N452SW,50.0
2882,2002,N675BR,50.0
2883,2002,N479CA,50.0
2884,2002,N685BR,50.0
2885,2002,N913SW,50.0
2886,2002,N915SW,50.0
2887,2002,N916SW,50.0
2888,2002,N917SW,50.0
2889,2002,N918SW,50.0
2890,2002,N919SW,50.0
2891,2002,N920SW,50.0
2892,2002,N923SW,50.0
2893,2002,N924SW,50.0
2894,2002,N925SW,50.0
2895,2002,N926SW,50.0
2896,2002,N927SW,50.0
2897,2002,N928SW,50.0
2898,2002,N929SW,50.0
2899,2002,N930SW,50.0
2900,2002,N932SW,50.0
2901,2002,N934SW,50.0
2902,2002,N454PA,0.0
2903,2002,N416MC,0.0
2904,2002,N412QX,70.0
2905,2002,N815SY,183.0
2906,2002,N831SY,183.0
2907,2002,N838SY,186.0
2908,2002,N73276,154.0
2909,2002,N37277,154.0
2910,2002,N71411,173.0
2911,2002,N31412,173.0
2912,2002,N75853,216.0
2913,2002,N75854,216.0
2914,2002,N66057,235.0
2915,2002,N67058,235.0
2916,2002,N69059,235.0
2917,2002,N78060,235.0
2918,2002,N68061,235.0
2919,2002,N76062,235.0
2920,2002,N69063,235.0
2921,2002,N76064,235.0
2922,2002,N76065,235.0
2923,2002,N77066,235.0
2924,2002,N78017,276.0
2925,2002,N37018,276.0
2926,2002,N17753,124.0
2927,2002,N12754,124.0
2928,2002,N37274,154.0
2929,2002,N73275,154.0
2930,2002,N77865,216.0
2931,2002,N78866,216.0
2932,2002,N77867,216.0
2933,2002,N57868,216.0
2934,2002,N57869,216.0
2935,2002,N848UA,120.0
2936,2002,N849UA,120.0
2937,2002,N850UA,120.0
2938,2002,N851UA,120.0
2939,2002,N852UA,120.0
2940,2002,N487UA,142.0
2941,2002,N488UA,142.0
2942,2002,N490UA,142.0
2943,2002,N491UA,142.0
2944,2002,N492UA,142.0
2945,2002,N493UA,142.0
2946,2002,N494UA,142.0
2947,2002,N495UA,142.0
2948,2002,N496UA,142.0
2949,2002,N497UA,142.0
2950,2002,N498UA,142.0
2951,2002,N684UA,198.0
2952,2002,N226UA,267.0
2953,2002,N227UA,267.0
2954,2002,N228UA,267.0
2955,2002,N229UA,267.0
2956,2002,N853UA,120.0
2957,2002,N854UA,120.0
2958,2002,N855UA,120.0
2959,2002,N489UA,142.0
2960,2002,N903AR,0.0
2961,2002,N422WN,143.0
2962,2002,N423WN,143.0
2963,2002,N424WN,143.0
2964,2002,N425LV,143.0
2965,2002,N426WN,143.0
2966,2002,N427WN,143.0
2967,2002,N428WN,143.0
2968,2002,N429WN,143.0
2969,2002,N430WN,143.0
2970,2002,N431WN,143.0
2971,2002,N552WN,143.0
2972,2002,N553WN,143.0
2973,2002,N554WN,143.0
2974,2002,N558WN,143.0
2975,2002,N559WN,143.0
2976,2002,N563WN,143.0
2977,2002,N564WN,143.0
2978,2002,N565WN,143.0
2979,2002,N566WN,143.0
2980,2002,N567WN,143.0
2981,2002,N569WN,143.0
2982,2002,N570WN,143.0
2983,2002,N7819A,143.0
2984,2002,N7820L,143.0
2985,2003,N507MJ,66.0
2986,2003,N508MJ,66.0
2987,2003,N509MJ,66.0
2988,2003,N510MJ,66.0
2989,2003,N511MJ,66.0
2990,2003,N512MJ,66.0
2991,2003,N513MJ,66.0
2992,2003,N514MJ,66.0
2993,2003,N515MJ,66.0
2994,2003,N902FJ,79.0
2995,2003,N903FJ,79.0
2996,2003,N904FJ,79.0
2997,2003,N905J,79.0
2998,2003,N906FJ,79.0
2999,2003,N907FJ,79.0
3000,2003,N908FJ,79.0
3001,2003,N909FJ,79.0
3002,2003,N910FJ,79.0
3003,2003,N911FJ,79.0
3004,2003,N989H,16.0
3005,2003,N54EA,70.0
3006,2003,N78EA,70.0
3007,2003,N1867M,8.0
3008,2003,N146UP,0.0
3009,2003,N147UP,0.0
3010,2003,N148UP,0.0
3011,2003,N149UP,0.0
3012,2003,N150UP,0.0
3013,2003,N151UP,0.0
3014,2003,N152UP,0.0
3015,2003,N153UP,0.0
3016,2003,N362UP,0.0
3017,2003,N363UP,0.0
3018,2003,N445MC,0.0
3019,2003,N371CA,69.0
3020,2003,N391CA,69.0
3021,2003,N398CA,69.0
3022,2003,N686BR,50.0
3023,2003,N980EV,50.0
3024,2003,E981EV,50.0
3025,2003,N8775A,50.0
3026,2003,N8783E,50.0
3027,2003,N924EV,50.0
3028,2003,N8836A,50.0
3029,2003,N8837B,50.0
3030,2003,N8839E,50.0
3031,2003,N927EV,50.0
3032,2003,N8847A,50.0
3033,2003,N8869B,50.0
3034,2003,N8877A,50.0
3035,2003,N8883E,50.0
3036,2003,N8886A,50.0
3037,2003,N8888D,50.0
3038,2003,N8855A,50.0
3039,2003,N368CA,69.0
3040,2003,N390CA,69.0
3041,2003,N376CA,69.0
3042,2003,N601AW,150.0
3043,2003,N771XF,128.0
3044,2003,N772XF,128.0
3045,2003,N773XF,128.0
3046,2003,N774XF,128.0
3047,2003,N342AN,209.0
3048,2003,N343AN,209.0
3049,2003,N344AN,209.0
3050,2003,N346AN,209.0
3051,2003,N347AN,209.0
3052,2003,N348AN,209.0
3053,2003,N349AN,209.0
3054,2003,N350AN,209.0
3055,2003,N765AN,273.0
3056,2003,N766AN,273.0
3057,2003,N302AS,172.0
3058,2003,N318AS,172.0
3059,2003,N644AS,120.0
3060,2003,N317AS,172.0
3061,2003,N319AS,172.0
3062,2003,N320AS,172.0
3063,2003,N559JB,150.0
3064,2003,N564JB,162.0
3065,2003,N566JB,150.0
3066,2003,N568JB,162.0
3067,2003,N569JB,150.0
3068,2003,N570JB,162.0
3069,2003,N571JB,162.0
3070,2003,N558JB,162.0
3071,2003,N561JB,162.0
3072,2003,N562JB,150.0
3073,2003,N563JB,162.0
3074,2003,N565JB,150.0
3075,2003,N579JB,162.0
3076,2003,N580JB,162.0
3077,2003,N588NW,234.0
3078,2003,N589NW,234.0
3079,2003,N590NW,234.0
3080,2003,N591NW,234.0
3081,2003,N592NW,234.0
3082,2003,N593NW,234.0
3083,2003,N594NW,234.0
3084,2003,N595NW,234.0
3085,2003,N596NW,234.0
3086,2003,N358NB,132.0
3087,2003,N359NB,132.0
3088,2003,N360NB,132.0
3089,2003,N361NB,132.0
3090,2003,N362NB,132.0
3091,2003,N363NB,132.0
3092,2003,N364NB,132.0
3093,2003,N365NB,132.0
3094,2003,N366NB,132.0
3095,2003,N368NB,132.0
3096,2003,N369NB,132.0
3097,2003,N370NB,132.0
3098,2003,N371NB,132.0
3099,2003,N377NW,157.0
3100,2003,N378NW,157.0
3101,2003,N801NW,293.0
3102,2003,N802NW,293.0
3103,2003,N803NW,293.0
3104,2003,N804NW,293.0
3105,2003,N805NW,293.0
3106,2003,N23139,50.0
3107,2003,N16149,50.0
3108,2003,N14148,50.0
3109,2003,N25134,50.0
3110,2003,N233NV,177.0
3111,2003,N379CA,70.0
3112,2003,N374CA,70.0
3113,2003,N378CA,70.0
3114,2003,N653CA,70.0
3115,2003,N522GJ,50.0
3116,2003,N511GJ,70.0
3117,2003,N523GJ,50.0
3118,2003,N491HA,123.0
3119,2003,N713CK,0.0
3120,2003,N661JA,50.0
3121,2003,N843AE,44.0
3122,2003,N844AE,44.0
3123,2003,N845AE,44.0
3124,2003,N846AE,44.0
3125,2003,N847AE,44.0
3126,2003,N848AE,44.0
3127,2003,N849AE,44.0
3128,2003,N850AE,44.0
3129,2003,N851AE,44.0
3130,2003,N852AE,44.0
3131,2003,N853AE,44.0
3132,2003,N854AE,44.0
3133,2003,N855AE,44.0
3134,2003,N856AE,44.0
3135,2003,N857AE,44.0
3136,2003,N858AE,44.0
3137,2003,N202PS,50.0
3138,2003,N206PS,50.0
3139,2003,N207PS,50.0
3140,2003,N209PS,50.0
3141,2003,N213PS,50.0
3142,2003,N215PS,50.0
3143,2003,N216PS,50.0
3144,2003,N218PS,50.0
3145,2003,N509AE,70.0
3146,2003,N511AE,70.0
3147,2003,N510AE,70.0
3148,2003,N518AE,70.0
3149,2003,N514AE,70.0
3150,2003,N512AE,70.0
3151,2003,N513AE,70.0
3152,2003,N516AE,70.0
3153,2003,N515AE,70.0
3154,2003,N517AE,70.0
3155,2003,N519AE,70.0
3156,2003,N453SW,50.0
3157,2003,N455SW,50.0
3158,2003,N464SW,50.0
3159,2003,N465SW,50.0
3160,2003,N466SW,50.0
3161,2003,N699BR,50.0
3162,2003,N709BR,50.0
3163,2003,N914EV,50.0
3164,2003,N916EV,50.0
3165,2003,N917EV,50.0
3166,2003,N919EV,50.0
3167,2003,N920EV,50.0
3168,2003,N921EV,50.0
3169,2003,N922EV,50.0
3170,2003,N923EV,50.0
3171,2003,N925EV,50.0
3172,2003,N926EV,50.0
3173,2003,N935SW,50.0
3174,2003,N936SW,50.0
3175,2003,N937SW,50.0
3176,2003,N943SW,50.0
3177,2003,N953SW,50.0
3178,2003,N957SW,50.0
3179,2003,N958SW,50.0
3180,2003,N959SW,50.0
3181,2003,N960SW,50.0
3182,2003,N961SW,50.0
3183,2003,N962SW,50.0
3184,2003,N963SW,50.0
3185,2003,N964SW,50.0
3186,2003,N965SW,50.0
3187,2003,N967SW,50.0
3188,2003,N494CA,50.0
3189,2003,N955SW,50.0
3190,2003,N498CA,50.0
3191,2003,N459SW,50.0
3192,2003,N460SW,50.0
3193,2003,N461SW,50.0
3194,2003,N463SW,50.0
3195,2003,N496CA,50.0
3196,2003,N506CA,50.0
3197,2003,N8828D,50.0
3198,2003,N8884E,50.0
3199,2003,N938SW,50.0
3200,2003,N939SW,50.0
3201,2003,N941SW,50.0
3202,2003,N945SW,50.0
3203,2003,N946SW,50.0
3204,2003,N947SW,50.0
3205,2003,N948SW,50.0
3206,2003,N951SW,50.0
3207,2003,N952SW,50.0
3208,2003,N954SW,50.0
3209,2003,N944SW,50.0
3210,2003,N956SW,50.0
3211,2003,N979EV,50.0
3212,2003,N693BR,50.0
3213,2003,N625CA,66.0
3214,2003,N641CA,66.0
3215,2003,N73278,154.0
3216,2003,N79279,154.0
3217,2003,N36280,154.0
3218,2003,N37281,154.0
3219,2003,N57870,216.0
3220,2003,N77871,216.0
3221,2003,N686UA,198.0
3222,2003,N871UA,120.0
3223,2003,N432WN,143.0
3224,2003,N433LV,143.0
3225,2003,N434WN,143.0
3226,2003,N435WN,143.0
3227,2003,N436WN,143.0
3228,2003,N437WN,143.0
3229,2003,N438WN,143.0
3230,2003,N439WN,143.0
3231,2003,N440LV,143.0
3232,2003,N441WN,143.0
3233,2003,N442WN,143.0
3234,2003,N443WN,143.0
3235,2003,N444WN,143.0
3236,2003,N445WN,143.0
3237,2003,N446WN,143.0
3238,2003,N447WN,143.0
3239,2003,N448WN,143.0
3240,2003,N449WN,143.0
3241,2003,N561WN,143.0
3242,2003,N7815L,143.0
3243,2003,N7821L,143.0
3244,2003,N7823A,143.0
3245,2003,N7825A,143.0
3246,2003,N7826B,143.0
3247,2003,N7827A,143.0
3248,2003,N7828A,143.0
3249,2003,N7829B,143.0
3250,2003,N7831B,143.0
3251,2003,N7832A,143.0
3252,2003,N7833A,143.0
3253,2003,N7837A,143.0
3254,2004,N7875A,143.0
3255,2004,N7876A,143.0
3256,2004,N819AX,381.0
3257,2004,N912FJ,79.0
3258,2004,N913FJ,79.0
3259,2004,N914FJ,79.0
3260,2004,N915FJ,79.0
3261,2004,N916FJ,79.0
3262,2004,N917FJ,79.0
3263,2004,N918FJ,79.0
3264,2004,N919FJ,79.0
3265,2004,N920FJ,79.0
3266,2004,N921FJ,79.0
3267,2004,N922FJ,79.0
3268,2004,N923FJ,79.0
3269,2004,N924FJ,79.0
3270,2004,N925FJ,79.0
3271,2004,N926LR,79.0
3272,2004,N357FC,69.0
3273,2004,N809MD,69.0
3274,2004,N631RW,70.0
3275,2004,N632RW,70.0
3276,2004,N633RW,70.0
3277,2004,N634RW,70.0
3278,2004,N635RW,70.0
3279,2004,N636RW,70.0
3280,2004,N637RW,70.0
3281,2004,N644RW,70.0
3282,2004,N638RW,70.0
3283,2004,N639RW,70.0
3284,2004,N640RW,70.0
3285,2004,N641RW,70.0
3286,2004,N642RW,70.0
3287,2004,N810MD,69.0
3288,2004,N815MD,69.0
3289,2004,N818MD,69.0
3290,2004,N821MD,69.0
3291,2004,N806MD,69.0
3292,2004,N2480H,14.0
3293,2004,N550,15.0
3294,2004,N300NJ,9.0
3295,2004,N154UP,0.0
3296,2004,N156UP,0.0
3297,2004,N157UP,0.0
3298,2004,N158UP,0.0
3299,2004,N159UP,0.0
3300,2004,N160UP,0.0
3301,2004,N161UP,0.0
3302,2004,N364UP,0.0
3303,2004,N446MC,0.0
3304,2004,N800AY,50.0
3305,2004,N801AY,50.0
3306,2004,N8891A,50.0
3307,2004,N8894A,50.0
3308,2004,N8896A,50.0
3309,2004,N8905F,50.0
3310,2004,N8907A,50.0
3311,2004,N8908D,50.0
3312,2004,N8913A,50.0
3313,2004,N8918B,50.0
3314,2004,N8921B,50.0
3315,2004,N8928A,50.0
3316,2004,N8936A,50.0
3317,2004,N8940E,50.0
3318,2004,N8943A,50.0
3319,2004,N8944B,50.0
3320,2004,N8946A,50.0
3321,2004,N8960A,50.0
3322,2004,N8964E,50.0
3323,2004,N8969A,50.0
3324,2004,N8970D,50.0
3325,2004,N8972E,50.0
3326,2004,N8974C,50.0
3327,2004,N8976E,50.0
3328,2004,N8977A,50.0
3329,2004,N8980A,50.0
3330,2004,N8986B,50.0
3331,2004,N8914A,50.0
3332,2004,N8924B,50.0
3333,2004,N8930E,50.0
3334,2004,N8938A,50.0
3335,2004,N655CA,69.0
3336,2004,N668CA,69.0
3337,2004,N5167A,0.0
3338,2004,N673AW,150.0
3339,2004,N776XF,128.0
3340,2004,N834AW,128.0
3341,2004,N323AS,172.0
3342,2004,N583JB,162.0
3343,2004,N584JB,150.0
3344,2004,N585JB,162.0
3345,2004,N586JB,162.0
3346,2004,N587JB,150.0
3347,2004,N588JB,150.0
3348,2004,N589JB,150.0
3349,2004,N590JB,150.0
3350,2004,N591JB,162.0
3351,2004,N592JB,150.0
3352,2004,N593JB,150.0
3353,2004,N594JB,162.0
3354,2004,N595JB,162.0
3355,2004,N597JB,150.0
3356,2004,N598JB,162.0
3357,2004,N599JB,150.0
3358,2004,N891AT,110.0
3359,2004,N892AT,110.0
3360,2004,N893AT,110.0
3361,2004,N894AT,110.0
3362,2004,N895AT,110.0
3363,2004,N819DX,193.0
3364,2004,N820DX,193.0
3365,2004,N821DX,193.0
3366,2004,N851NW,234.0
3367,2004,N852NW,234.0
3368,2004,N853NW,234.0
3369,2004,N854NW,234.0
3370,2004,N855NW,234.0
3371,2004,N856NW,234.0
3372,2004,N857NW,234.0
3373,2004,N806NW,293.0
3374,2004,N807NW,293.0
3375,2004,N808NW,293.0
3376,2004,N14173,50.0
3377,2004,N12172,50.0
3378,2004,N12163,50.0
3379,2004,N926FR,150.0
3380,2004,N927FR,150.0
3381,2004,N301NV,156.0
3382,2004,N303NV,156.0
3383,2004,N304NV,156.0
3384,2004,N310NV,156.0
3385,2004,N312NV,156.0
3386,2004,N313NV,156.0
3387,2004,N314NV,156.0
3388,2004,N336NV,156.0
3389,2004,N337NV,156.0
3390,2004,N659CA,70.0
3391,2004,N656CA,70.0
3392,2004,N658CA,70.0
3393,2004,N690CA,70.0
3394,2004,N669CA,70.0
3395,2004,N492HA,123.0
3396,2004,N494HA,123.0
3397,2004,N495HA,123.0
3398,2004,N662EH,50.0
3399,2004,N663AR,50.0
3400,2004,N664MS,50.0
3401,2004,N668HH,50.0
3402,2004,N670AE,50.0
3403,2004,N674RJ,50.0
3404,2004,N679AE,50.0
3405,2004,N681AE,50.0
3406,2004,N688AE,50.0
3407,2004,N689EC,50.0
3408,2004,N693AE,50.0
3409,2004,N694AE,50.0
3410,2004,N696AE,50.0
3411,2004,N697AB,50.0
3412,2004,N698CB,50.0
3413,2004,N900AE,50.0
3414,2004,N673AE,50.0
3415,2004,N677AE,50.0
3416,2004,N687JS,50.0
3417,2004,N671AE,50.0
3418,2004,N685AE,50.0
3419,2004,N676AE,50.0
3420,2004,N680AE,50.0
3421,2004,N675AE,50.0
3422,2004,N684JW,50.0
3423,2004,N667GB,50.0
3424,2004,N678AE,50.0
3425,2004,N220PS,50.0
3426,2004,N221PS,50.0
3427,2004,N223JS,50.0
3428,2004,N226JS,50.0
3429,2004,N228PS,50.0
3430,2004,N229PS,50.0
3431,2004,N237PS,50.0
3432,2004,N230PS,50.0
3433,2004,N241PS,50.0
3434,2004,N242JS,50.0
3435,2004,N244PS,50.0
3436,2004,N245PS,50.0
3437,2004,N246PS,50.0
3438,2004,N247JS,50.0
3439,2004,N248PS,50.0
3440,2004,N249PS,50.0
3441,2004,N250PS,50.0
3442,2004,N251PS,50.0
3443,2004,N253PS,50.0
3444,2004,N254PS,50.0
3445,2004,N256PS,50.0
3446,2004,N257PS,50.0
3447,2004,N258PS,50.0
3448,2004,N259PS,50.0
3449,2004,N260JS,50.0
3450,2004,N261PS,50.0
3451,2004,N262PS,50.0
3452,2004,N702PS,70.0
3453,2004,N703PS,70.0
3454,2004,N705PS,70.0
3455,2004,N706PS,70.0
3456,2004,N708PS,70.0
3457,2004,N709PS,70.0
3458,2004,N718PS,70.0
3459,2004,N723PS,70.0
3460,2004,N710PS,70.0
3461,2004,N712PS,70.0
3462,2004,N716PS,70.0
3463,2004,N720PS,70.0
3464,2004,N719PS,70.0
3465,2004,N520DC,70.0
3466,2004,N524AE,70.0
3467,2004,N521AE,70.0
3468,2004,N523AE,70.0
3469,2004,N522AE,70.0
3470,2004,N969SW,50.0
3471,2004,N970SW,50.0
3472,2004,N715SK,66.0
3473,2004,N716SK,66.0
3474,2004,N8903A,50.0
3475,2004,N8923A,50.0
3476,2004,N8932C,50.0
3477,2004,N8933B,50.0
3478,2004,N8942A,50.0
3479,2004,N8965E,50.0
3480,2004,N8968E,50.0
3481,2004,N8982A,50.0
3482,2004,N971SW,50.0
3483,2004,N973SW,50.0
3484,2004,N975SW,50.0
3485,2004,N976SW,50.0
3486,2004,N978SW,50.0
3487,2004,N979SW,50.0
3488,2004,N980SW,50.0
3489,2004,N982SW,50.0
3490,2004,N983SW,50.0
3491,2004,N986SW,50.0
3492,2004,N701SK,66.0
3493,2004,N702SK,66.0
3494,2004,N703SK,66.0
3495,2004,N705SK,66.0
3496,2004,N706SK,66.0
3497,2004,N708SK,66.0
3498,2004,N709SK,66.0
3499,2004,N710SK,66.0
3500,2004,N712SK,66.0
3501,2004,N713SK,66.0
3502,2004,N417QX,70.0
3503,2004,N822SY,183.0
3504,2004,N823SY,186.0
3505,2004,N33286,154.0
3506,2004,N37287,154.0
3507,2004,N33289,154.0
3508,2004,N37290,154.0
3509,2004,N33292,154.0
3510,2004,N76288,154.0
3511,2004,N57855,216.0
3512,2004,N74856,216.0
3513,2004,N57857,216.0
3514,2004,N75858,216.0
3515,2004,N56859,216.0
3516,2004,N34282,154.0
3517,2004,N73283,154.0
3518,2004,N33284,154.0
3519,2004,N78285,154.0
3520,2004,N73291,154.0
3521,2004,N876UA,120.0
3522,2004,N877UA,120.0
3523,2004,N286WN,143.0
3524,2004,N450WN,143.0
3525,2004,N451WN,143.0
3526,2004,N452WN,143.0
3527,2004,N453WN,143.0
3528,2004,N454WN,143.0
3529,2004,N455WN,143.0
3530,2004,N456WN,143.0
3531,2004,N457WN,143.0
3532,2004,N458WN,143.0
3533,2004,N459WN,143.0
3534,2004,N460WN,143.0
3535,2004,N461WN,143.0
3536,2004,N462WN,143.0
3537,2004,N463WN,143.0
3538,2004,N464WN,143.0
3539,2004,N465WN,143.0
3540,2004,N466WN,143.0
3541,2004,N467WN,143.0
3542,2004,N468WN,143.0
3543,2004,N469WN,143.0
3544,2004,N470WN,143.0
3545,2004,N472WN,143.0
3546,2004,N473WN,143.0
3547,2004,N474WN,143.0
3548,2004,N475WN,143.0
3549,2004,N476WN,143.0
3550,2004,N477WN,143.0
3551,2004,N478WN,143.0
3552,2004,N479WN,143.0
3553,2004,N480WN,143.0
3554,2004,N481WN,143.0
3555,2004,N482WN,143.0
3556,2004,N483WN,143.0
3557,2004,N484WN,143.0
3558,2004,N485WN,143.0
3559,2004,N486WN,143.0
3560,2004,N487WN,143.0
3561,2004,N488WN,143.0
3562,2004,N489WN,143.0
3563,2004,N490WN,143.0
3564,2004,N491WN,143.0
3565,2004,N492WN,143.0
3566,2004,N493WN,143.0
3567,2004,N494WN,143.0
3568,2004,N495WN,143.0
3569,2004,N496WN,143.0
3570,2004,N497WN,143.0
3571,2004,N7702A,143.0
3572,2004,N7703A,143.0
3573,2004,N7704B,143.0
3574,2004,N7705A,143.0
3575,2004,N7706A,143.0
3576,2004,N7707C,143.0
3577,2004,N7708E,143.0
3578,2004,N7834A,143.0
3579,2004,N7873A,143.0
3580,2004,N7874B,143.0
3581,2005,N7848A,143.0
3582,2005,N7879A,143.0
3583,2005,N7847A,143.0
3584,2005,N7878A,143.0
3585,2005,N7855A,143.0
3586,2005,N7857B,143.0
3587,2005,N7858A,143.0
3588,2005,N7860A,143.0
3589,2005,N7861J,143.0
3590,2005,N7862A,143.0
3591,2005,N7889A,143.0
3592,2005,N828AX,381.0
3593,2005,N927LR,79.0
3594,2005,N928LR,79.0
3595,2005,N929LR,79.0
3596,2005,N930LR,79.0
3597,2005,N931LR,79.0
3598,2005,N932LR,79.0
3599,2005,N933LR,79.0
3600,2005,N934FJ,79.0
3601,2005,N935LR,79.0
3602,2005,N938LR,79.0
3603,2005,N939LR,79.0
3604,2005,N942LR,79.0
3605,2005,N956LR,79.0
3606,2005,N643RW,70.0
3607,2005,N645RW,70.0
3608,2005,N646RW,70.0
3609,2005,N647RW,70.0
3610,2005,N648RW,70.0
3611,2005,N649RW,70.0
3612,2005,N650RW,70.0
3613,2005,N651RW,70.0
3614,2005,N652RW,70.0
3615,2005,N653RW,70.0
3616,2005,N654RW,70.0
3617,2005,N655RW,70.0
3618,2005,N656RW,70.0
3619,2005,N657RW,70.0
3620,2005,N855RW,70.0
3621,2005,N856RW,70.0
3622,2005,N857RW,70.0
3623,2005,N858RW,70.0
3624,2005,N859RW,70.0
3625,2005,N861RW,70.0
3626,2005,N862RW,70.0
3627,2005,N863RW,70.0
3628,2005,N979RP,70.0
3629,2005,N823MD,69.0
3630,2005,N824MD,69.0
3631,2005,N860RW,69.0
3632,2005,N826MD,69.0
3633,2005,N405LA,9.0
3634,2005,N317ML,16.0
3635,2005,N314CM,8.0
3636,2005,N162UP,0.0
3637,2005,N163UP,0.0
3638,2005,N164UP,0.0
3639,2005,N165UP,0.0
3640,2005,N166UP,0.0
3641,2005,N167UP,0.0
3642,2005,N168UP,0.0
3643,2005,N819AY,50.0
3644,2005,N820AY,50.0
3645,2005,N832AY,50.0
3646,2005,N833AY,50.0
3647,2005,N834AY,50.0
3648,2005,N835AY,50.0
3649,2005,N836AY,50.0
3650,2005,N840AY,50.0
3651,2005,N831AY,50.0
3652,2005,N679AW,150.0
3653,2005,N680AW,150.0
3654,2005,N835AW,128.0
3655,2005,N836AW,128.0
3656,2005,N837AW,128.0
3657,2005,N838AW,128.0
3658,2005,N548AS,160.0
3659,2005,N546AS,160.0
3660,2005,N549AS,160.0
3661,2005,N178JB,100.0
3662,2005,N603JB,150.0
3663,2005,N605JB,162.0
3664,2005,N606JB,162.0
3665,2005,N607JB,162.0
3666,2005,N608JB,150.0
3667,2005,N612JB,162.0
3668,2005,N613JB,150.0
3669,2005,N615JB,150.0
3670,2005,N618JB,150.0
3671,2005,N621JB,162.0
3672,2005,N623JB,150.0
3673,2005,N624JB,150.0
3674,2005,N625JB,150.0
3675,2005,N627JB,162.0
3676,2005,N629JB,162.0
3677,2005,N630JB,150.0
3678,2005,N179JB,100.0
3679,2005,N183JB,100.0
3680,2005,N184JB,100.0
3681,2005,N187JB,100.0
3682,2005,N190JB,100.0
3683,2005,N192JB,100.0
3684,2005,N193JB,100.0
3685,2005,N896AT,110.0
3686,2005,N899AT,110.0
3687,2005,N922AT,110.0
3688,2005,N923AT,110.0
3689,2005,N983AT,110.0
3690,2005,N822DX,193.0
3691,2005,N823DX,193.0
3692,2005,N809NW,293.0
3693,2005,N810NW,293.0
3694,2005,N811NW,293.0
3695,2005,N16178,50.0
3696,2005,N938FR,150.0
3697,2005,N939FR,150.0
3698,2005,N941FR,150.0
3699,2005,N943FR,150.0
3700,2005,N302NV,156.0
3701,2005,N305NV,156.0
3702,2005,N306NV,156.0
3703,2005,N307NV,156.0
3704,2005,N308NV,156.0
3705,2005,N315NV,156.0
3706,2005,N316NV,156.0
3707,2005,N317NV,156.0
3708,2005,N318NV,156.0
3709,2005,N319NV,156.0
3710,2005,N320NV,156.0
3711,2005,N321NV,156.0
3712,2005,N322NV,156.0
3713,2005,N323NV,156.0
3714,2005,N326NV,156.0
3715,2005,N327NV,156.0
3716,2005,N331NV,156.0
3717,2005,N332NV,156.0
3718,2005,N530GJ,70.0
3719,2005,N531GJ,50.0
3720,2005,N153GJ,70.0
3721,2005,N533GJ,50.0
3722,2005,N536GJ,50.0
3723,2005,N534GJ,70.0
3724,2005,N535GJ,50.0
3725,2005,N539GJ,50.0
3726,2005,N158GJ,70.0
3727,2005,N541GJ,50.0
3728,2005,N821FL,0.0
3729,2005,N493HA,123.0
3730,2005,N402KZ,0.0
3731,2005,N401KZ,0.0
3732,2005,N902BC,50.0
3733,2005,N905JH,50.0
3734,2005,N908AE,50.0
3735,2005,N909AE,50.0
3736,2005,N918AE,50.0
3737,2005,N922AE,50.0
3738,2005,N923AE,50.0
3739,2005,N925AE,50.0
3740,2005,N928AE,50.0
3741,2005,N931AE,50.0
3742,2005,N932AE,50.0
3743,2005,N933JN,50.0
3744,2005,N935AE,50.0
3745,2005,N939AE,50.0
3746,2005,N941LT,50.0
3747,2005,N622AE,50.0
3748,2005,N623AE,50.0
3749,2005,N619AE,50.0
3750,2005,N618AE,50.0
3751,2005,N616AE,50.0
3752,2005,N615AE,50.0
3753,2005,N611AE,50.0
3754,2005,N612AE,50.0
3755,2005,N613AE,50.0
3756,2005,N942LL,50.0
3757,2005,N502NK,145.0
3758,2005,N503NK,145.0
3759,2005,N504NK,145.0
3760,2005,N505NK,145.0
3761,2005,N506NK,145.0
3762,2005,N507NK,145.0
3763,2005,N508NK,145.0
3764,2005,N509NK,145.0
3765,2005,N510NK,145.0
3766,2005,N725PS,70.0
3767,2005,N930EV,50.0
3768,2005,N931EV,50.0
3769,2005,N932EV,50.0
3770,2005,N933EV,50.0
3771,2005,N936EV,50.0
3772,2005,N937EV,50.0
3773,2005,N707SK,66.0
3774,2005,N718SK,66.0
3775,2005,N719SK,66.0
3776,2005,N740SK,66.0
3777,2005,N742SK,66.0
3778,2005,N743SK,66.0
3779,2005,N601XJ,50.0
3780,2005,N602XJ,50.0
3781,2005,N724SK,66.0
3782,2005,N727SK,66.0
3783,2005,N728SK,66.0
3784,2005,N730SK,66.0
3785,2005,N738SK,66.0
3786,2005,N753SK,66.0
3787,2005,N758SK,66.0
3788,2005,N760SK,66.0
3789,2005,N726SK,66.0
3790,2005,N732SK,66.0
3791,2005,N744SK,66.0
3792,2005,N745SK,66.0
3793,2005,N746SK,66.0
3794,2005,N748SK,66.0
3795,2005,N750SK,66.0
3796,2005,N751SK,66.0
3797,2005,N752SK,66.0
3798,2005,N754SK,66.0
3799,2005,N755SK,66.0
3800,2005,N756SK,66.0
3801,2005,N762SK,66.0
3802,2005,N763SK,66.0
3803,2005,N764SK,66.0
